trans_date_trans_time,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
29-12-2020 17:23,Windler LLC,kids_pets,33.56,Hooper,NE,41.6414,-96.5232,1745,"""Engineer, automotive""",26-12-1973,6a32fabf4af9410d334419d05bcbb8a1,41.913051,-96.189467,0
10-01-2019 00:45,"""Zieme, Bode and Dooley""",gas_transport,67.32,Wheaton,MO,36.7651,-94.0492,760,Production manager,31-08-1985,33b655c94ac098082787a6151568153b,37.165522,-93.688175,0
15-01-2019 07:11,Cartwright-Harris,grocery_pos,48.68,Moriarty,NM,34.9889,-106.0609,7268,"""Therapist, art""",04-08-1988,3292cf6c048a7e7485636dc09b3ef368,34.030991,-105.611583,0
26-12-2020 00:07,Auer-Mosciski,grocery_pos,122.51,Brashear,MO,40.1959,-92.4333,805,Private music teacher,27-06-1970,188c826d458608ebcc2f6378b4acef9e,39.639086,-92.851197,0
14-01-2019 13:07,Ullrich Lt,kids_pets,124.68,Vancouver,WA,45.6892,-122.6616,299480,Teaching laboratory technician,02-01-1985,50c5947b3e8852e506eecd3260344ce1,44.972877,-123.137947,0
08-01-2019 14:34,Lynch Lt,shopping_pos,2.47,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,30-07-1982,531c5a055d6103755a61d9609cc82834,34.907441,-117.68502,0
26-12-2020 09:25,Corwin-Gorczany,misc_net,3.94,Ashford,WA,46.7531,-121.9898,759,Video editor,14-09-1956,2e4ae4799f819495ac64b6ccb4619a68,46.703974,-121.232877,0
29-12-2020 13:40,Beier and Sons,home,84.76,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,21-06-1978,7eadeb6f3443010c71c022c5af34d704,49.134795,-117.78158,0
07-01-2019 18:37,Swift PLC,kids_pets,74.64,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,c7e9423214acb729ec476b4809804e53,33.211664,-111.188619,0
15-01-2019 20:05,"""Weber, Thiel and Hammes""",kids_pets,13.19,Colton,WA,46.5901,-117.1692,761,Chief Marketing Officer,30-06-1943,c2d257c4085c15d61338efa95fe24684,46.05385,-116.706826,0
18-01-2019 07:03,Koss and Sons,gas_transport,66.7,Parker,CO,39.5102,-104.7216,84861,Materials engineer,10-03-1932,0ba625048795cae25796cf0acbe5346d,39.905994,-103.793008,0
28-12-2020 22:22,Lubowitz-Walte,kids_pets,151.02,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",15-01-1951,faafb79b3f799b910e7c69567e63795c,41.430035,-124.514778,0
28-12-2020 03:48,Miller-Hauck,grocery_pos,98.08,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,30-04-1979,372d74e17e955bc51495b6319a499c92,38.177995,-120.703396,0
06-01-2019 01:16,Bailey-Mo,grocery_pos,155.9,Cascade Locks,OR,45.671,-121.8686,1288,Barrister,01-05-1936,3afb2e7f95fd76c39dba2c452dd3300e,46.345658,-121.892898,0
31-12-2020 20:16,"""Gottlieb, Considine and Schultz""",shopping_net,5.9,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,16-08-2000,8a3de0b727b49003e212e79c0d8962e8,33.318019,-105.822191,0
29-12-2020 21:17,"""Reichel, Bradtke and Blan""",travel,1.22,Camden,MO,39.2048,-94.0259,464,Colour technologist,28-05-1959,60c0ffe64955043d5364b217b187f257,38.797872,-94.266339,0
20-01-2019 15:01,Lubowitz-Walte,kids_pets,34.07,Wheaton,MO,36.7651,-94.0492,760,Production manager,31-08-1985,26872ca887048f7c4deeb6db1b7ca7ba,36.199118,-93.058492,0
12-01-2019 19:20,Eichmann-Russel,misc_pos,2.35,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18-07-1972,efff3fa83eab050ae9a1f3832c1a5625,36.001757,-106.114616,0
18-01-2019 10:01,"""Tillman, Dickinson and Labadie""",gas_transport,57.39,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,05-08-1959,8c6b6afd47b408652a907012cf2548bd,33.77046,-117.531658,0
19-01-2019 00:39,"""Rohan, White and Aufderh""",misc_net,8.21,Riverton,WY,43.0351,-108.2024,19408,"""Lecturer, higher education""",11-09-1993,e196906d7cc74c4c9240c4cc2f9b8f23,43.248853,-109.130921,0
10-01-2019 06:25,"""Olson, Becker and Koch""",gas_transport,90.47,Wheaton,MO,36.7651,-94.0492,760,Production manager,31-08-1985,751aca15cb69d162c6d7d01bd6fce473,37.299252,-94.371445,0
27-12-2020 19:38,Ernser-Lynch,food_dining,63.45,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,23-12-1974,96daf6d224ed2b0c28cb87e1f9fc5574,40.616783,-94.101168,0
27-12-2020 01:01,Barton Inc,grocery_pos,129.21,Mound City,MO,40.1362,-95.2138,1631,Architect,20-01-1953,8e598ed2bdf353485065556f38b27ea0,40.069216,-95.839938,0
29-12-2020 13:15,Metz-Boehm,shopping_pos,8.09,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,17-07-1989,9c8a9b5299ec6b9a98c04d083af633ea,38.739184,-93.822831,0
19-01-2019 19:17,"""Cormier, Stracke and Thiel""",entertainment,8.23,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,30-08-1967,92fa7f50354a75289a683469297fb27e,33.266626,-106.48274,0
05-01-2019 19:45,"""Boehm, Predovic and Reinge""",misc_pos,9.55,Hooper,NE,41.6414,-96.5232,1745,"""Engineer, automotive""",26-12-1973,04c5f67728ca16a68b47a8572a83cae7,41.124392,-97.220458,0
07-01-2019 20:55,"""Monahan, Bogisich and Ledne""",misc_pos,5.67,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,11-02-1982,b04e1007aff4ccd2823f1eacfdb7b008,40.984342,-101.6757,0
09-01-2019 15:43,Kuphal-Toy,food_dining,20.46,Littleton,CO,39.5994,-105.0044,320420,Water engineer,31-07-1975,b9fb64853a23d4b22bf59ed317ade74c,38.967372,-104.937358,0
10-01-2019 13:31,Hudson-Grady,shopping_pos,75.04,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18-07-1972,d64975665c8a153f205571fdb0b63e24,35.620028,-105.349109,0
29-12-2020 17:52,"""Mante, Luettgen and Hackett""",health_fitness,12.67,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,04-11-1939,51f870608970624d584412a712467fe5,39.38602,-106.529218,0
01-01-2019 15:43,Bins-Tillman,entertainment,77.85,Hawthorne,CA,33.9143,-118.3493,93193,"""Editor, magazine features""",19-04-1995,05d4776826bc2e9c35c7c24752f2ce58,34.853672,-118.929521,0
28-12-2020 00:42,Mraz-Herzog,gas_transport,47.74,Red River,NM,36.6659,-105.4694,606,"""Surveyor, land/geomatics""",06-09-1988,25b2fa15c87d8f4e92ebe894c465a4e7,36.519812,-104.70648,0
20-01-2019 12:12,Langworth LLC,personal_care,78.93,Rock Springs,WY,41.606,-109.23,27971,Music therapist,01-08-1984,c8e7d594f79f27384a631412eb3e1781,42.409237,-109.024062,0
10-01-2019 13:47,"""Schneider, Hayes and Nikolaus""",food_dining,23.14,Loving,NM,32.274,-104.0914,1925,Educational psychologist,26-05-1952,b43c1d4bc5f712787cfe9bba6c2bbbb4,32.985067,-103.385131,0
08-01-2019 07:40,Sporer Inc,gas_transport,66.79,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",01-09-1984,ac2b3cb807ddd4b59083fbda983f4537,47.455703,-122.803286,0
06-01-2019 23:03,Gislason Group,travel,7.74,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,05-08-1959,80d2ac9ebd54e3eb794e0aa8116b20bc,33.586584,-117.043596,0
29-12-2020 16:29,"""Runolfsdottir, Mueller and Han""",entertainment,83.88,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,81708f4dd6c796b336936c84fb496d95,33.179443,-110.398005,0
15-01-2019 17:05,Schmidt and Sons,shopping_net,402.92,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,24-10-1981,6d0a89e59fe79e00b25832c3e5a4bdcc,33.174805,-112.698354,0
28-12-2020 21:38,Roberts-Beahan,misc_pos,5.17,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,17-02-1986,5a6e770ae6b90c631cc0b4e68bcb030b,42.484653,-108.372671,0
27-12-2020 16:45,Rolfson-Kunde,personal_care,37.1,Littleton,CO,39.5994,-105.0044,320420,Water engineer,31-07-1975,d59eee61997943c1ac036309c620b4f5,39.397032,-104.212135,0
05-01-2019 20:23,"""Welch, Rath and Koepp""",entertainment,80.49,Athena,OR,45.8289,-118.4971,1302,Dealer,18-10-1976,42894eb8c09b148125f2f0b0ea4030f2,46.762705,-118.306584,0
30-12-2020 13:29,"""Wuckert, Wintheiser and Friesen""",home,69.35,Moab,UT,38.5677,-109.5271,9772,Location manager,24-11-1989,26b2e4898f75c32f4faae49bc2afeaf1,39.01589,-108.734877,0
31-12-2020 20:09,"""Bernhard, Grant and Langworth""",shopping_pos,4.31,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",04-10-1991,b6c09d283ddd1430ac7187d8f687ebd7,38.038688,-122.197526,0
29-12-2020 17:29,Cruickshank-Mills,entertainment,73.41,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,18-01-1997,f35da97513e6cc901fd1d087188fbeae,37.25282,-121.332281,0
30-12-2020 18:07,Bernier and Sons,kids_pets,49.63,Laguna Hills,CA,33.615,-117.7114,45303,Sales executive,22-12-1969,998eb9116b31278d5b9f3337cc127a97,32.728038,-117.162112,0
28-12-2020 21:33,Stoltenberg-Beatty,shopping_pos,9.05,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18-07-1972,284be2fcf69b9ce0c3082771afbcc76e,36.754829,-105.199574,0
29-12-2020 12:45,Lynch-Moh,travel,5.71,Powell Butte,OR,44.2415,-121.0113,2016,Local government officer,25-12-1953,5c8f8dbe0e828c91e0a4b24f16685563,44.665413,-120.435714,0
03-01-2019 19:36,O'Connell-Ullrich,home,168.34,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,13-12-1956,cb98664b4092a22edcb1e95ba98176ba,40.220979,-97.632462,0
16-01-2019 03:09,"""Goldner, Kovacek and Abbott""",grocery_pos,119.07,Kent,OR,45.0838,-120.6649,60,Museum education officer,03-04-1942,b2911643d69a9e256c3a44287b8ccf58,45.299846,-120.74805,0
09-01-2019 08:08,Hackett-Lueilwitz,grocery_pos,187.31,Newhall,CA,34.3795,-118.523,34882,Health physicist,25-04-1971,8d621fee7621162c0dc279515ce23ea7,34.748932,-117.755593,0
16-01-2019 18:45,Bernier and Sons,kids_pets,86.75,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,18-11-1987,3031418142bc6457152ee2d169b93480,38.516592,-94.466856,0
01-01-2019 16:18,Marvin-Lin,personal_care,4.67,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,11-02-1982,fcb1551665e9e7b4a50c3e7894380760,41.501008,-100.762553,0
16-01-2019 20:28,Stark-Koss,home,74.18,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,11-02-1971,f5fdce0acc3480c6e03d1f77e5e477bd,43.913094,-117.340759,0
11-01-2019 07:06,"""Reichert, Shanahan and Hayes""",shopping_net,6.47,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,04-11-1939,3b617743f492cd21f2b2bd1a010de8db,39.177745,-105.983542,0
26-12-2020 20:33,"""O'Reilly, Mohr and Purdy""",home,82.08,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,17-07-1989,e2517c004b2af0966e6d0d3799709e05,39.421224,-93.319827,0
25-12-2020 08:35,"""Lind, Huel and McClure""",gas_transport,76.18,Browning,MO,40.029,-93.1607,602,Cytogeneticist,14-07-1954,4168e0c1667880617184e2d3f77022f3,39.678308,-93.874243,0
13-01-2019 06:33,Buckridge PLC,misc_pos,14.79,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,766dfb3fc5ad3bd20e0ae56e7114ea2b,32.563167,-111.833988,0
03-01-2019 11:12,"""Christiansen, Goyette and Schamberge""",gas_transport,43.73,San Diego,CA,33.0067,-117.069,1241364,"""Pharmacist, hospital""",01-03-1960,2477d28efcb1e5f4dafd58d595446c71,32.291042,-117.070753,0
28-12-2020 03:31,"""Zieme, Bode and Dooley""",gas_transport,61.1,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",15-01-1951,e49dbb4f99e02d52be0319b67aa6b4be,39.876161,-123.297728,0
01-01-2019 04:14,Eichmann-Russel,misc_pos,35.0,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,19-05-1987,6f2eff909c82577af2cdb75e5b9a6232,38.370985,-121.358847,0
06-01-2019 21:11,Kerluke-Abshire,shopping_net,4.47,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18-07-1972,e8c33ddf63f75e69cc24f7e6bd0b25f0,35.425279,-105.939024,0
31-12-2020 21:57,Yost-Rogahn,personal_care,108.91,Parks,AZ,35.2563,-111.95,759,"""Geologist, engineering""",28-03-1957,7324101e0fe2ff67bd67ed118d296e5f,35.066539,-111.834679,0
13-01-2019 14:37,Kutch-Wilderman,home,17.83,Brashear,MO,40.1959,-92.4333,805,Private music teacher,27-06-1970,ea93fe15add3ab694ee43f7e4aad081b,41.162297,-91.574114,0
01-01-2019 22:09,Prosacco LLC,personal_care,40.16,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,f17d72651e46fdc5a5056c12febca8a8,33.762252,-110.740278,0
28-12-2020 14:11,Jacobi and Sons,shopping_pos,30.33,Independence,MO,39.1412,-94.3515,123373,"""Engineer, production""",27-11-1992,eb831e888bc2331f67187a3a0a3dfb9d,39.393292,-93.365636,0
31-12-2020 00:01,Wisozk and Sons,misc_pos,7.22,Kirk,CO,39.6171,-102.4776,207,Network engineer,04-12-1955,7175de6724d90742fdada38162a0a8d0,39.707159,-102.599137,0
28-12-2020 08:11,"""Greenholt, Jacobi and Gleason""",gas_transport,46.38,Westerville,NE,41.4193,-99.3844,73,Product designer,10-02-1935,0f31886ad97ccfa281e575a56cb92c09,41.44541,-99.385961,0
25-12-2020 20:18,"""Streich, Rolfson and Wilderman""",kids_pets,46.92,Littleton,CO,39.5994,-105.0044,320420,Water engineer,31-07-1975,e3b56f859bdfb1b09816664ebcde93a9,39.071295,-105.944092,0
28-12-2020 13:34,Schimmel-Olson,kids_pets,13.88,Wheaton,MO,36.7651,-94.0492,760,Production manager,31-08-1985,6279926e4036d5f944f08527961c025c,35.960801,-94.895127,0
27-12-2020 15:46,Hirthe-Beie,health_fitness,23.93,Red River,NM,36.6659,-105.4694,606,"""Surveyor, land/geomatics""",06-09-1988,747f32906fdb58223103e43ab8fb3e24,36.983722,-105.053557,0
29-12-2020 23:13,Kassulke PLC,shopping_net,2.61,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,18-04-1972,cf1c3836368f7b28c82cd1c020a07daa,39.571478,-92.93735,0
17-01-2019 03:41,"""Boehm, Block and Jakubowski""",misc_pos,36.77,Alva,WY,44.6873,-104.4414,110,"""Administrator, local government""",16-05-1973,712794f1429272b1f8316feb83995bef,45.599604,-103.757959,0
07-01-2019 21:51,Daugherty LLC,kids_pets,188.94,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",15-09-1980,ae1f45066071048ab92449156447bdd9,40.869843,-97.81058,0
09-01-2019 02:17,"""Osinski, Ledner and Leuschke""",grocery_pos,190.69,Littleton,CO,39.5994,-105.0044,320420,Water engineer,31-07-1975,2efccb6c276fc612a4374d02c392a174,40.053349,-105.375325,0
31-12-2020 07:57,Hamill-Daugherty,misc_net,524.7,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,21-06-1978,6cfd733744f852d645dfa2d449d24777,48.558202,-117.39344,0
29-12-2020 01:00,"""Jones, Sawayn and Romague""",misc_net,58.22,Mound City,MO,40.1362,-95.2138,1631,Architect,20-01-1953,7843702d77ad28f96e77673d2c2b5ac3,40.959205,-96.148281,0
28-12-2020 08:34,"""Baumbach, Hodkiewicz and Walsh""",shopping_pos,8.18,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,05-08-1959,26c98702cefdcb661b5b11e37d208c9d,33.384191,-117.542388,0
01-01-2019 11:49,"""Kovacek, Dibbert and Ondrick""",grocery_pos,194.98,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,18-11-1987,c6097958ea5466c24b66f0350d38d775,39.363753,-94.657276,0
28-12-2020 14:24,Gottlieb Group,kids_pets,40.13,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,428b961151dd0067f1b39197d26802d8,41.078418,-125.1176,0
27-12-2020 14:01,"""Berge, Kautzer and Harris""",personal_care,120.57,Redford,MO,37.3272,-91.0243,241,Investment analyst,27-10-1974,ce0d30e1c2f5e10c7b18671a60e49740,36.914378,-90.078182,0
28-12-2020 05:24,"""Moen, Reinger and Murphy""",grocery_pos,41.41,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,30-07-1982,d08b34c6182afec46a0f44fd9f770240,34.960676,-118.175196,0
31-12-2020 19:08,Dickinson Lt,personal_care,47.75,Unionville,MO,40.4815,-92.9951,3805,"""Investment banker, corporate""",15-09-1950,4c067d96a96b84ea229a834e3bfd7ade,40.071437,-92.391636,0
28-12-2020 15:28,Kessler Group,travel,4.68,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,18-01-1997,df76b2ceccd4c845f47920731a125c50,36.875261,-122.498973,0
14-01-2019 06:03,"""Towne, Greenholt and Koepp""",shopping_net,7.21,Kent,OR,45.0838,-120.6649,60,Museum education officer,03-04-1942,37415825c090b5e227c8afb77f8dce1c,45.041256,-121.631675,0
07-01-2019 11:13,"""Goldner, Kovacek and Abbott""",grocery_pos,189.27,Rock Springs,WY,41.606,-109.23,27971,Music therapist,01-08-1984,6c3d33a307ea2567568a28381e6b708c,41.726253,-108.596869,0
05-01-2019 21:32,Jast-McDermott,shopping_pos,116.23,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",04-10-1991,5dd94793e3bb67606bf499d21621e782,37.495677,-122.339284,0
27-12-2020 12:36,"""Yost, Schamberger and Windle""",kids_pets,47.21,Monitor,WA,47.4852,-120.4158,584,Medical technical officer,20-03-1969,98b7946506dd75e4304acaf488c566cf,46.79259,-119.73522,0
28-12-2020 07:52,Kuphal-Toy,food_dining,42.02,Indian Wells,CA,33.7163,-116.3381,4677,Learning mentor,06-05-1955,250df034a9ec46e4f49f7c10dd640590,34.249115,-116.815012,0
31-12-2020 13:37,Fisher-Schowalte,shopping_net,3.48,Jelm,WY,41.0539,-106.0763,100,Public librarian,16-04-1974,7007dba9340f257c065ff49c11b739ba,41.268794,-106.141607,0
28-12-2020 12:13,Wilkinson PLC,kids_pets,4.54,Westerville,NE,41.4193,-99.3844,73,Product designer,10-02-1935,cb195d0b1d958f1997dd1ace1d10aa2a,40.819207,-98.744225,0
31-12-2020 16:44,Abshire PLC,entertainment,47.43,Hatch,UT,37.7175,-112.4777,258,Geoscientist,24-11-1961,924c73fe21df62382a0d4d20a75a472b,37.115323,-113.349576,0
26-12-2020 17:06,"""Bahringer, Bergnaum and Quitzon""",home,7.08,Monitor,WA,47.4852,-120.4158,584,Medical technical officer,20-03-1969,cf8d38caa04a1de307499b0b606e8774,47.19593,-120.000633,0
24-12-2020 23:25,Berge-Hills,kids_pets,1.09,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,18-11-1987,1e2c07b1fde73ca42b98ffdb9a5cc0aa,38.450367,-94.142789,0
21-01-2019 11:48,Corwin-Collins,gas_transport,95.82,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,31-05-1999,8d64c9019f5aacc6b292ff16188a3eab,47.832054,-118.000875,0
30-12-2020 03:13,"""Raynor, Reinger and Hagenes""",gas_transport,52.26,Mendon,UT,41.71,-111.9817,2078,"""Scientist, audiological""",13-06-1963,4a05339df4c0db6b2081a6566e0497b9,41.457485,-112.020616,0
10-01-2019 17:37,Schmidt-Larkin,home,20.21,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",23-04-1987,35e6ed9ea4bd391273adda3702381ee6,39.484485,-108.95921,0
07-01-2019 12:07,Gislason Group,travel,536.53,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,26-02-1976,75170254b32fd9a81f1dce346f00ba77,42.510224,-109.841805,0
27-12-2020 10:20,Bashirian Group,shopping_net,1.07,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,9599728c798cf5b37ad864eb63f2ff12,40.335274,-98.850417,0
29-12-2020 07:12,"""Osinski, Ledner and Leuschke""",grocery_pos,87.08,Matthews,MO,36.7154,-89.6287,1019,Aeronautical engineer,26-01-1979,505950641bad962dd03a87d96442e86a,37.053574,-88.651755,0
29-12-2020 13:07,"""Roberts, Daniel and Macejkovic""",kids_pets,4.3,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",22-09-1972,abd38204ad6be38771866eac4544f83c,33.149717,-116.522206,0
27-12-2020 07:40,Huels-Nolan,gas_transport,42.72,Llano,NM,36.1486,-105.6648,247,Architectural technologist,24-10-1961,9aacc423be8d2519dd58482e425ddcc1,35.498802,-106.460514,0
20-01-2019 14:01,"""Schneider, Hayes and Nikolaus""",food_dining,54.52,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,19-05-1987,1118cdcb8995d2ab82fe9edb53192c39,37.73082,-121.401881,0
30-12-2020 16:28,Homenick LLC,personal_care,111.78,Burlington,WA,48.4786,-122.3345,14871,Public house manager,10-03-1974,ffbc282238f79967b8e6e574eaaae7ba,48.23992,-123.187399,0
31-12-2020 19:23,"""Fadel, Mertz and Rippin""",entertainment,13.25,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,22-09-1973,5cda25f58a85a6833b807013a45e5c1a,34.403249,-117.147889,0
28-12-2020 13:37,Hackett Group,travel,5.23,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,c7714a47e5f0eca8d0dc2187fb4dbf84,40.085624,-124.181849,0
06-01-2019 22:37,Romaguera and Sons,travel,4.98,Ashford,WA,46.7531,-121.9898,759,Video editor,14-09-1956,4baa845cf64e4e397e98d6f9bab4da70,47.387862,-121.231154,0
11-01-2019 19:14,Cormier LLC,shopping_net,2.78,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,18-11-1987,ed0be482a5427252027915e90ada78b1,38.483554,-94.588364,0
31-12-2020 23:57,"""Larkin, Stracke and Greenfelde""",entertainment,46.71,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27-05-1967,a7105564935ea3977dc61ff9ced3bf5e,38.963543,-120.457121,0
16-01-2019 13:52,"""Kling, Howe and Schneide""",home,38.36,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,21-06-1978,116bd291b741e3f1ff2b64854d6ca1a2,48.868811,-117.832428,0
27-12-2020 20:57,Wisozk and Sons,misc_pos,6.1,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,26-10-1988,a956b044e67d30e7bcfbb3d9e8adefd1,38.584293,-93.104308,0
27-12-2020 02:33,"""Boehm, Block and Jakubowski""",misc_pos,204.74,Newhall,CA,34.3795,-118.523,34882,Health physicist,25-04-1971,45ee9a0a76fd798550a4ccfd3a5ea1c2,34.53507,-117.648823,0
13-01-2019 01:56,Schamberger-O'Keefe,grocery_pos,95.04,Manville,WY,42.73,-104.7024,241,Educational psychologist,16-12-1980,785452ccf33a04a5aa6bc11452f126cf,42.258504,-105.205418,0
05-01-2019 17:08,Powlowski-Weimann,food_dining,2.1,Freedom,WY,43.0172,-111.0292,471,"""Education officer, museum""",02-08-1967,1d969b37878368ed6d93e2286e06add7,43.620493,-111.226162,0
14-01-2019 12:46,Kerluke PLC,misc_net,6.24,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,18-01-1997,a1555ac55ee35dbb911b78c1250c2d0b,36.698264,-122.537408,0
29-12-2020 22:38,Medhurst Inc,home,7.38,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",15-09-1980,6688e769ea52b1dac69a2dadf87de0ea,42.085799,-98.898418,0
01-01-2019 08:03,Murray-Smitham,grocery_pos,218.2,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",04-10-1991,77c4bf620494a9ffb6e9d8ef9cc133b5,38.190054,-121.705641,0
26-12-2020 05:15,Doyle Lt,grocery_pos,77.34,Broomfield,CO,39.8854,-105.1139,92337,"""Engineer, electronics""",18-10-1967,331f876827e9d34a9c341982c1b20579,40.332728,-105.173678,0
