",",datasetName,errorType,percentage,feature,modelName,Accuracy,Auc,Recall,Precision,F1
24,Healthcare-Diabetes.csv,Missing,0.2,BMI,LogisticRegression,0.7888,0.2977,0.5508,0.7574,0.6378
25,Healthcare-Diabetes.csv,Missing,0.2,BMI,LinearDiscriminantAnalysis,0.7906,0.2945,0.5561,0.7591,0.642
26,Healthcare-Diabetes.csv,Missing,0.2,BMI,GaussianNB,0.7708,0.3546,0.615,0.6765,0.6443
27,Healthcare-Diabetes.csv,Missing,0.2,BMI,QuadraticDiscriminantAnalysis,0.7852,0.377,0.5615,0.7394,0.6383
28,Healthcare-Diabetes.csv,Missing,0.2,BMI,KNeighborsClassifier,0.6877,0.3636,0.3636,0.5574,0.4401
29,Healthcare-Diabetes.csv,Missing,0.2,BMI,MLPClassifier,0.6751,0.3476,0.1444,0.5745,0.2308
30,Healthcare-Diabetes.csv,Missing,0.2,BMI,SVC,0.6625,0.4973,0.0,0.0,0.0
31,Healthcare-Diabetes.csv,Missing,0.2,BMI,DummyClassifier,0.6625,0.5,0.0,0.0,0.0
32,Healthcare-Diabetes.csv,Missing,0.2,BMI,GaussianProcessClassifier,0.6733,0.5,0.3209,0.5263,0.3987
33,Healthcare-Diabetes.csv,Missing,0.2,BMI,SGDClassifier,0.6697,,0.1176,0.55,0.1938
34,Healthcare-Diabetes.csv,Missing,0.4,BMI,ExtraTreesClassifier,0.9639,0.2869,0.9465,0.9465,0.9465
35,Healthcare-Diabetes.csv,Missing,0.4,BMI,RandomForestClassifier,0.9549,0.2394,0.9305,0.9355,0.933
36,Healthcare-Diabetes.csv,Missing,0.4,BMI,DecisionTreeClassifier,0.9386,0.5,0.893,0.9227,0.9076
37,Healthcare-Diabetes.csv,Missing,0.4,BMI,CatBoostClassifier,0.9206,0.2478,0.8556,0.904,0.8791
38,Healthcare-Diabetes.csv,Missing,0.4,BMI,GradientBoostingClassifier,0.8718,0.2687,0.7594,0.8452,0.8
39,Healthcare-Diabetes.csv,Missing,0.4,BMI,AdaBoostClassifier,0.8105,0.287,0.6203,0.7733,0.6884
40,Healthcare-Diabetes.csv,Missing,0.4,BMI,LogisticRegression,0.787,0.3054,0.5561,0.7482,0.638
41,Healthcare-Diabetes.csv,Missing,0.4,BMI,LinearDiscriminantAnalysis,0.7834,0.3003,0.5508,0.741,0.6319
42,Healthcare-Diabetes.csv,Missing,0.4,BMI,RidgeClassifier,0.7834,,0.5455,0.7445,0.6296
43,Healthcare-Diabetes.csv,Missing,0.4,BMI,GaussianNB,0.769,0.3553,0.6096,0.6746,0.6404
44,Healthcare-Diabetes.csv,Missing,0.4,BMI,QuadraticDiscriminantAnalysis,0.778,0.3738,0.5615,0.7192,0.6306
45,Healthcare-Diabetes.csv,Missing,0.4,BMI,KNeighborsClassifier,0.6859,0.3598,0.3636,0.5528,0.4387
46,Healthcare-Diabetes.csv,Missing,0.4,BMI,SVC,0.6625,0.4973,0.0,0.0,0.0
47,Healthcare-Diabetes.csv,Missing,0.4,BMI,DummyClassifier,0.6625,0.5,0.0,0.0,0.0
48,Healthcare-Diabetes.csv,Missing,0.4,BMI,MLPClassifier,0.6679,0.3557,0.1176,0.5366,0.193
49,Healthcare-Diabetes.csv,Missing,0.4,BMI,GaussianProcessClassifier,0.6715,0.5,0.3209,0.5217,0.3974
50,Healthcare-Diabetes.csv,Missing,0.4,BMI,SGDClassifier,0.3574,,0.9893,0.3432,0.5096
51,Healthcare-Diabetes.csv,Missing,0.6,BMI,ExtraTreesClassifier,0.9693,0.2947,0.9572,0.9521,0.9547
52,Healthcare-Diabetes.csv,Missing,0.6,BMI,RandomForestClassifier,0.9549,0.2807,0.9198,0.9451,0.9322
53,Healthcare-Diabetes.csv,Missing,0.6,BMI,DecisionTreeClassifier,0.9332,0.5,0.893,0.9076,0.9003
54,Healthcare-Diabetes.csv,Missing,0.6,BMI,CatBoostClassifier,0.9152,0.2534,0.8449,0.8977,0.8705
55,Healthcare-Diabetes.csv,Missing,0.6,BMI,GradientBoostingClassifier,0.8736,0.2682,0.7647,0.8462,0.8034
56,Healthcare-Diabetes.csv,Missing,0.6,BMI,AdaBoostClassifier,0.7942,0.3105,0.6631,0.7086,0.6851
57,Healthcare-Diabetes.csv,Missing,0.6,BMI,LogisticRegression,0.7816,0.3122,0.5561,0.7324,0.6322
58,Healthcare-Diabetes.csv,Missing,0.6,BMI,RidgeClassifier,0.7834,,0.5508,0.741,0.6319
59,Healthcare-Diabetes.csv,Missing,0.6,BMI,LinearDiscriminantAnalysis,0.7816,0.3063,0.5561,0.7324,0.6322
60,Healthcare-Diabetes.csv,Missing,0.6,BMI,GaussianNB,0.7563,0.3796,0.6203,0.6444,0.6322
61,Healthcare-Diabetes.csv,Missing,0.6,BMI,QuadraticDiscriminantAnalysis,0.7762,0.3856,0.5882,0.7006,0.6395
62,Healthcare-Diabetes.csv,Missing,0.6,BMI,KNeighborsClassifier,0.6841,0.3627,0.3636,0.5484,0.4373
63,Healthcare-Diabetes.csv,Missing,0.6,BMI,SVC,0.6625,0.496,0.0,0.0,0.0
64,Healthcare-Diabetes.csv,Missing,0.6,BMI,DummyClassifier,0.6625,0.5,0.0,0.0,0.0
65,Healthcare-Diabetes.csv,Missing,0.6,BMI,MLPClassifier,0.6643,0.3659,0.123,0.5111,0.1983
66,Healthcare-Diabetes.csv,Missing,0.6,BMI,GaussianProcessClassifier,0.6679,0.5,0.3155,0.513,0.3907
67,Healthcare-Diabetes.csv,Missing,0.6,BMI,SGDClassifier,0.5199,,0.8503,0.4005,0.5445
68,Healthcare-Diabetes.csv,Missing,0.8,BMI,ExtraTreesClassifier,0.9621,0.3231,0.9358,0.9511,0.9434
69,Healthcare-Diabetes.csv,Missing,0.8,BMI,RandomForestClassifier,0.9603,0.2737,0.9305,0.9508,0.9405
70,Healthcare-Diabetes.csv,Missing,0.8,BMI,DecisionTreeClassifier,0.9224,0.5,0.8824,0.8871,0.8847
71,Healthcare-Diabetes.csv,Missing,0.8,BMI,CatBoostClassifier,0.9206,0.2551,0.8556,0.904,0.8791
72,Healthcare-Diabetes.csv,Missing,0.8,BMI,GradientBoostingClassifier,0.8646,0.2915,0.738,0.8415,0.7863
73,Healthcare-Diabetes.csv,Missing,0.8,BMI,AdaBoostClassifier,0.7906,0.3024,0.6203,0.7205,0.6667
74,Healthcare-Diabetes.csv,Missing,0.8,BMI,LogisticRegression,0.7726,0.315,0.5508,0.7103,0.6205
75,Healthcare-Diabetes.csv,Missing,0.8,BMI,LinearDiscriminantAnalysis,0.769,0.3089,0.5455,0.7034,0.6145
76,Healthcare-Diabetes.csv,Missing,0.8,BMI,RidgeClassifier,0.7708,,0.5348,0.7143,0.6116
77,Healthcare-Diabetes.csv,Missing,0.8,BMI,GaussianNB,0.7401,0.4134,0.631,0.6114,0.6211
78,Healthcare-Diabetes.csv,Missing,0.8,BMI,QuadraticDiscriminantAnalysis,0.7708,0.4216,0.6043,0.6807,0.6402
79,Healthcare-Diabetes.csv,Missing,0.8,BMI,MLPClassifier,0.6606,0.3849,0.1283,0.4898,0.2034
80,Healthcare-Diabetes.csv,Missing,0.8,BMI,KNeighborsClassifier,0.6895,0.3664,0.3743,0.56,0.4487
81,Healthcare-Diabetes.csv,Missing,0.8,BMI,SVC,0.6625,0.496,0.0,0.0,0.0
82,Healthcare-Diabetes.csv,Missing,0.8,BMI,DummyClassifier,0.6625,0.5,0.0,0.0,0.0
83,Healthcare-Diabetes.csv,Missing,0.8,BMI,GaussianProcessClassifier,0.6715,0.5,0.3209,0.5217,0.3974
84,Healthcare-Diabetes.csv,Missing,0.8,BMI,SGDClassifier,0.3773,,0.9519,0.3463,0.5078
85,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,ExtraTreesClassifier,0.9639,0.3128,0.9412,0.9514,0.9462
86,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,RandomForestClassifier,0.9621,0.2688,0.9412,0.9462,0.9437
87,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,DecisionTreeClassifier,0.9531,0.5,0.9412,0.9215,0.9312
88,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,CatBoostClassifier,0.9242,0.2797,0.8556,0.9143,0.884
89,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,GradientBoostingClassifier,0.8574,0.2906,0.7273,0.8293,0.7749
90,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,AdaBoostClassifier,0.7906,0.3264,0.6096,0.7261,0.6628
91,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,RidgeClassifier,0.7906,,0.5508,0.763,0.6398
92,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,LogisticRegression,0.7906,0.2958,0.5508,0.763,0.6398
93,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,LinearDiscriminantAnalysis,0.7924,0.2946,0.5615,0.7609,0.6462
94,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,QuadraticDiscriminantAnalysis,0.7798,0.3865,0.5775,0.7152,0.6391
95,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,GaussianNB,0.7671,0.359,0.615,0.6686,0.6407
96,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,KNeighborsClassifier,0.6913,0.3629,0.369,0.5656,0.4466
97,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,MLPClassifier,0.6643,0.3479,0.1176,0.5116,0.1913
98,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,SVC,0.6625,0.4973,0.0,0.0,0.0
99,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,DummyClassifier,0.6625,0.5,0.0,0.0,0.0
100,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,GaussianProcessClassifier,0.6715,0.5,0.3155,0.5221,0.3933
101,Healthcare-Diabetes.csv,Missing,0.2,DiabetesPedigreeFunction,SGDClassifier,0.6643,,0.0695,0.52,0.1226
102,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,ExtraTreesClassifier,0.9657,0.2875,0.9412,0.9565,0.9488
103,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,RandomForestClassifier,0.9513,0.2569,0.9144,0.9396,0.9268
104,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,DecisionTreeClassifier,0.9224,0.5,0.9198,0.86,0.8889
105,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,CatBoostClassifier,0.926,0.2734,0.8556,0.9195,0.8864
106,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,GradientBoostingClassifier,0.8592,0.2893,0.7112,0.8471,0.7733
107,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,AdaBoostClassifier,0.8105,0.3345,0.6791,0.7384,0.7075
108,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,LinearDiscriminantAnalysis,0.7942,0.2944,0.5615,0.7664,0.6481
109,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,LogisticRegression,0.7924,0.2935,0.5561,0.7647,0.644
110,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,RidgeClassifier,0.7852,,0.5348,0.7576,0.627
111,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,QuadraticDiscriminantAnalysis,0.7816,0.3913,0.5829,0.7171,0.6431
112,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,GaussianNB,0.7635,0.3639,0.6203,0.6591,0.6391
113,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,KNeighborsClassifier,0.6913,0.3629,0.369,0.5656,0.4466
114,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,SVC,0.6625,0.4973,0.0,0.0,0.0
115,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,DummyClassifier,0.6625,0.5,0.0,0.0,0.0
116,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,GaussianProcessClassifier,0.6715,0.5,0.3155,0.5221,0.3933
117,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,MLPClassifier,0.6643,0.3501,0.1123,0.5122,0.1842
118,Healthcare-Diabetes.csv,Missing,0.4,DiabetesPedigreeFunction,SGDClassifier,0.3448,,0.9947,0.3394,0.5061
119,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,ExtraTreesClassifier,0.9549,0.3064,0.9144,0.95,0.9319
120,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,RandomForestClassifier,0.9603,0.2734,0.9412,0.9412,0.9412
121,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,DecisionTreeClassifier,0.9206,0.5,0.9358,0.8454,0.8883
122,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,CatBoostClassifier,0.9224,0.2794,0.8663,0.9,0.8828
123,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,GradientBoostingClassifier,0.8502,0.2953,0.7166,0.8171,0.7635
124,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,AdaBoostClassifier,0.7942,0.3199,0.6684,0.7062,0.6868
125,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,LogisticRegression,0.787,0.2927,0.5508,0.7518,0.6358
126,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,LinearDiscriminantAnalysis,0.7942,0.2952,0.5668,0.7626,0.6503
127,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,RidgeClassifier,0.787,,0.5455,0.7556,0.6335
128,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,QuadraticDiscriminantAnalysis,0.7726,0.4042,0.6096,0.6826,0.6441
129,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,GaussianNB,0.7653,0.3759,0.6417,0.6557,0.6486
130,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,KNeighborsClassifier,0.6913,0.3629,0.369,0.5656,0.4466
131,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,MLPClassifier,0.6679,0.3512,0.1123,0.5385,0.1858
132,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,SVC,0.6625,0.4973,0.0,0.0,0.0
133,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,DummyClassifier,0.6625,0.5,0.0,0.0,0.0
134,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,GaussianProcessClassifier,0.6715,0.5,0.3155,0.5221,0.3933
135,Healthcare-Diabetes.csv,Missing,0.6,DiabetesPedigreeFunction,SGDClassifier,0.6679,,0.0856,0.5517,0.1481
136,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,ExtraTreesClassifier,0.9639,0.3168,0.9358,0.9563,0.9459
137,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,RandomForestClassifier,0.9531,0.2897,0.9251,0.9351,0.9301
138,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,DecisionTreeClassifier,0.926,0.5,0.9198,0.8687,0.8935
139,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,CatBoostClassifier,0.9278,0.2956,0.8663,0.9153,0.8901
140,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,GradientBoostingClassifier,0.8484,0.3186,0.7219,0.8084,0.7627
141,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,LogisticRegression,0.7852,0.2915,0.5455,0.75,0.6316
142,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,LinearDiscriminantAnalysis,0.7924,0.2944,0.5615,0.7609,0.6462
143,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,AdaBoostClassifier,0.8014,0.3406,0.6845,0.7151,0.6995
144,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,RidgeClassifier,0.787,,0.5455,0.7556,0.6335
145,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,QuadraticDiscriminantAnalysis,0.769,0.4119,0.615,0.6725,0.6425
146,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,GaussianNB,0.7563,0.3829,0.6417,0.6383,0.64
147,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,KNeighborsClassifier,0.6913,0.3629,0.369,0.5656,0.4466
148,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,SVC,0.6625,0.4973,0.0,0.0,0.0
149,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,DummyClassifier,0.6625,0.5,0.0,0.0,0.0
150,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,SGDClassifier,0.3989,,0.9786,0.3574,0.5236
151,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,MLPClassifier,0.6679,0.3517,0.1123,0.5385,0.1858
152,Healthcare-Diabetes.csv,Missing,0.8,DiabetesPedigreeFunction,GaussianProcessClassifier,0.6715,0.5,0.3155,0.5221,0.3933
153,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,RandomForestClassifier,0.9657,0.2451,0.9465,0.9516,0.9491
154,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,ExtraTreesClassifier,0.9693,0.3198,0.9572,0.9521,0.9547
155,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,DecisionTreeClassifier,0.9314,0.5,0.8984,0.8984,0.8984
156,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,CatBoostClassifier,0.9296,0.2755,0.8717,0.9157,0.8932
157,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,GradientBoostingClassifier,0.8755,0.2755,0.754,0.8598,0.8034
158,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,AdaBoostClassifier,0.7942,0.296,0.6631,0.7086,0.6851
159,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,LogisticRegression,0.7852,0.29,0.5348,0.7576,0.627
160,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,LinearDiscriminantAnalysis,0.7888,0.2895,0.5455,0.7612,0.6355
161,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,RidgeClassifier,0.7816,,0.5241,0.7538,0.6183
162,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,GaussianNB,0.7617,0.3614,0.6096,0.659,0.6333
163,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,QuadraticDiscriminantAnalysis,0.787,0.3907,0.5722,0.7379,0.6446
164,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,KNeighborsClassifier,0.6895,0.364,0.3636,0.562,0.4416
165,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,MLPClassifier,0.6552,0.3578,0.0642,0.4286,0.1116
166,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,SVC,0.6625,0.4987,0.0,0.0,0.0
167,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,DummyClassifier,0.6625,0.5,0.0,0.0,0.0
168,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,SGDClassifier,0.657,,0.0642,0.4444,0.1121
169,Healthcare-Diabetes.csv,Missing,0.2,Pregnancies,GaussianProcessClassifier,0.6715,0.5,0.3155,0.5221,0.3933
170,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,RandomForestClassifier,0.9585,0.2545,0.9412,0.9362,0.9387
171,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,ExtraTreesClassifier,0.9657,0.3057,0.9572,0.9421,0.9496
172,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,DecisionTreeClassifier,0.9549,0.5,0.9519,0.9175,0.9344
173,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,CatBoostClassifier,0.9242,0.272,0.861,0.9096,0.8846
174,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,GradientBoostingClassifier,0.87,0.285,0.754,0.8443,0.7966
175,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,AdaBoostClassifier,0.7996,0.2888,0.6471,0.7289,0.6856
176,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,LogisticRegression,0.787,0.2902,0.5455,0.7556,0.6335
177,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,RidgeClassifier,0.7852,,0.5401,0.7537,0.6293
178,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,LinearDiscriminantAnalysis,0.7888,0.2898,0.5508,0.7574,0.6378
179,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,GaussianNB,0.7617,0.3747,0.631,0.6519,0.6413
180,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,QuadraticDiscriminantAnalysis,0.7744,0.3989,0.5882,0.6962,0.6377
181,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,KNeighborsClassifier,0.6895,0.3622,0.3636,0.562,0.4416
182,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,MLPClassifier,0.6588,0.3578,0.0802,0.4688,0.137
183,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,SVC,0.6625,0.4987,0.0,0.0,0.0
184,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,DummyClassifier,0.6625,0.5,0.0,0.0,0.0
185,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,GaussianProcessClassifier,0.6715,0.5,0.3155,0.5221,0.3933
186,Healthcare-Diabetes.csv,Missing,0.4,Pregnancies,SGDClassifier,0.6715,,0.1016,0.5758,0.1727
187,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,ExtraTreesClassifier,0.9549,0.3012,0.9358,0.9309,0.9333
188,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,RandomForestClassifier,0.9603,0.277,0.9412,0.9412,0.9412
189,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,DecisionTreeClassifier,0.9585,0.5,0.9465,0.9316,0.939
190,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,CatBoostClassifier,0.9242,0.2874,0.8663,0.905,0.8852
191,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,GradientBoostingClassifier,0.8718,0.2838,0.7647,0.8412,0.8011
192,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,AdaBoostClassifier,0.7996,0.2956,0.6791,0.7135,0.6959
193,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,LogisticRegression,0.787,0.2915,0.5455,0.7556,0.6335
194,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,RidgeClassifier,0.7834,,0.5455,0.7445,0.6296
195,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,LinearDiscriminantAnalysis,0.7816,0.2898,0.5455,0.7391,0.6277
196,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,QuadraticDiscriminantAnalysis,0.7671,0.441,0.615,0.6686,0.6407
197,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,GaussianNB,0.7383,0.416,0.6203,0.6105,0.6154
198,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,KNeighborsClassifier,0.6895,0.3664,0.3636,0.562,0.4416
199,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,SVC,0.6625,0.4987,0.0,0.0,0.0
200,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,DummyClassifier,0.6625,0.5,0.0,0.0,0.0
201,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,MLPClassifier,0.6606,0.3682,0.0802,0.4839,0.1376
202,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,GaussianProcessClassifier,0.6679,0.5,0.3102,0.5133,0.3867
203,Healthcare-Diabetes.csv,Missing,0.6,Pregnancies,SGDClassifier,0.6661,,0.0963,0.5294,0.1629
204,Healthcare-Diabetes.csv,Missing,0.8,Pregnancies,ExtraTreesClassifier,0.9693,0.3196,0.9572,0.9521,0.9547
205,Healthcare-Diabetes.csv,Missing,0.8,Pregnancies,RandomForestClassifier,0.9603,0.2807,0.9465,0.9365,0.9415
206,Healthcare-Diabetes.csv,Missing,0.8,Pregnancies,DecisionTreeClassifier,0.9458,0.5,0.9251,0.9153,0.9202
