",",datasetName,errorType,percentage,feature,modelName,Accuracy,Auc,Recall,Precision,F1
45,transfusion.csv,Missing,0.4,Recency (months),GradientBoostingClassifier,0.7733,0.4026,0.325,0.65,0.4333
46,transfusion.csv,Missing,0.4,Recency (months),ExtraTreesClassifier,0.7533,0.4634,0.325,0.5652,0.4127
47,transfusion.csv,Missing,0.4,Recency (months),RandomForestClassifier,0.76,0.4035,0.35,0.5833,0.4375
48,transfusion.csv,Missing,0.4,Recency (months),GaussianProcessClassifier,0.7067,0.4509,0.3,0.4286,0.3529
49,transfusion.csv,Missing,0.4,Recency (months),DecisionTreeClassifier,0.72,0.5211,0.375,0.4688,0.4167
50,transfusion.csv,Missing,0.4,Recency (months),QuadraticDiscriminantAnalysis,0.68,0.5,0.425,0.4048,0.4146
51,transfusion.csv,Missing,0.6,Recency (months),KNeighborsClassifier,0.72,0.4382,0.225,0.45,0.3
52,transfusion.csv,Missing,0.6,Recency (months),RidgeClassifier,0.7867,,0.2,1.0,0.3333
53,transfusion.csv,Missing,0.6,Recency (months),LogisticRegression,0.7667,0.2986,0.225,0.6923,0.3396
54,transfusion.csv,Missing,0.6,Recency (months),CatBoostClassifier,0.8067,0.3255,0.45,0.72,0.5538
55,transfusion.csv,Missing,0.6,Recency (months),DummyClassifier,0.7333,0.5,0.0,0.0,0.0
56,transfusion.csv,Missing,0.6,Recency (months),LinearDiscriminantAnalysis,0.78,0.3052,0.225,0.8182,0.3529
57,transfusion.csv,Missing,0.6,Recency (months),SVC,0.7533,0.4001,0.1,0.8,0.1778
58,transfusion.csv,Missing,0.6,Recency (months),GaussianProcessClassifier,0.6933,0.4541,0.3,0.4,0.3429
59,transfusion.csv,Missing,0.6,Recency (months),GradientBoostingClassifier,0.78,0.3618,0.375,0.6522,0.4762
60,transfusion.csv,Missing,0.6,Recency (months),AdaBoostClassifier,0.76,0.4165,0.35,0.5833,0.4375
61,transfusion.csv,Missing,0.6,Recency (months),MLPClassifier,0.7333,0.5928,0.0,0.0,0.0
62,transfusion.csv,Missing,0.6,Recency (months),ExtraTreesClassifier,0.7667,0.4591,0.425,0.5862,0.4928
63,transfusion.csv,Missing,0.6,Recency (months),GaussianNB,0.7467,0.452,0.275,0.55,0.3667
64,transfusion.csv,Missing,0.6,Recency (months),RandomForestClassifier,0.7667,0.411,0.45,0.5806,0.507
65,transfusion.csv,Missing,0.6,Recency (months),DecisionTreeClassifier,0.7267,0.5464,0.45,0.4865,0.4675
66,transfusion.csv,Missing,0.6,Recency (months),SGDClassifier,0.7333,,0.0,0.0,0.0
67,transfusion.csv,Missing,0.6,Recency (months),QuadraticDiscriminantAnalysis,0.7267,0.5,0.025,0.3333,0.0465
68,transfusion.csv,Missing,0.8,Recency (months),DummyClassifier,0.7333,0.5,0.0,0.0,0.0
69,transfusion.csv,Missing,0.8,Recency (months),RidgeClassifier,0.78,,0.175,1.0,0.2979
70,transfusion.csv,Missing,0.8,Recency (months),LinearDiscriminantAnalysis,0.78,0.2909,0.2,0.8889,0.3265
71,transfusion.csv,Missing,0.8,Recency (months),LogisticRegression,0.78,0.293,0.2,0.8889,0.3265
72,transfusion.csv,Missing,0.8,Recency (months),KNeighborsClassifier,0.7067,0.417,0.2,0.4,0.2667
73,transfusion.csv,Missing,0.8,Recency (months),CatBoostClassifier,0.7733,0.3117,0.225,0.75,0.3462
74,transfusion.csv,Missing,0.8,Recency (months),GradientBoostingClassifier,0.76,0.3507,0.3,0.6,0.4
75,transfusion.csv,Missing,0.8,Recency (months),GaussianNB,0.7667,0.4514,0.275,0.6471,0.386
76,transfusion.csv,Missing,0.8,Recency (months),SVC,0.7333,0.4086,0.0,0.0,0.0
77,transfusion.csv,Missing,0.8,Recency (months),MLPClassifier,0.7333,0.4305,0.0,0.0,0.0
78,transfusion.csv,Missing,0.8,Recency (months),AdaBoostClassifier,0.78,0.3723,0.35,0.6667,0.459
79,transfusion.csv,Missing,0.8,Recency (months),ExtraTreesClassifier,0.76,0.3893,0.325,0.5909,0.4194
80,transfusion.csv,Missing,0.8,Recency (months),RandomForestClassifier,0.7667,0.3497,0.275,0.6471,0.386
81,transfusion.csv,Missing,0.8,Recency (months),GaussianProcessClassifier,0.6867,0.3953,0.25,0.3704,0.2985
82,transfusion.csv,Missing,0.8,Recency (months),DecisionTreeClassifier,0.7067,0.5,0.25,0.4167,0.3125
83,transfusion.csv,Missing,0.8,Recency (months),SGDClassifier,0.7333,,0.0,0.0,0.0
84,transfusion.csv,Missing,0.8,Recency (months),QuadraticDiscriminantAnalysis,0.5867,0.5,0.25,0.2381,0.2439
85,transfusion.csv,Missing,0.2,Frequency (times),CatBoostClassifier,0.7933,0.3169,0.35,0.7368,0.4746
86,transfusion.csv,Missing,0.2,Frequency (times),MLPClassifier,0.7333,0.4731,0.0,0.0,0.0
87,transfusion.csv,Missing,0.2,Frequency (times),LogisticRegression,0.7733,0.2547,0.15,1.0,0.2609
88,transfusion.csv,Missing,0.2,Frequency (times),LinearDiscriminantAnalysis,0.7733,0.2534,0.15,1.0,0.2609
89,transfusion.csv,Missing,0.2,Frequency (times),SVC,0.74,0.4442,0.1,0.5714,0.1702
90,transfusion.csv,Missing,0.2,Frequency (times),RidgeClassifier,0.7533,,0.075,1.0,0.1395
91,transfusion.csv,Missing,0.2,Frequency (times),DummyClassifier,0.7333,0.5,0.0,0.0,0.0
92,transfusion.csv,Missing,0.2,Frequency (times),GaussianNB,0.7667,0.4192,0.325,0.619,0.4262
93,transfusion.csv,Missing,0.2,Frequency (times),ExtraTreesClassifier,0.74,0.4491,0.275,0.5238,0.3607
94,transfusion.csv,Missing,0.2,Frequency (times),GradientBoostingClassifier,0.7533,0.3955,0.3,0.5714,0.3934
95,transfusion.csv,Missing,0.2,Frequency (times),QuadraticDiscriminantAnalysis,0.7867,0.285,0.2,1.0,0.3333
96,transfusion.csv,Missing,0.2,Frequency (times),KNeighborsClassifier,0.7267,0.3424,0.275,0.4783,0.3492
97,transfusion.csv,Missing,0.2,Frequency (times),AdaBoostClassifier,0.7467,0.4397,0.175,0.5833,0.2692
98,transfusion.csv,Missing,0.2,Frequency (times),RandomForestClassifier,0.7467,0.3824,0.35,0.5385,0.4242
99,transfusion.csv,Missing,0.2,Frequency (times),GaussianProcessClassifier,0.6867,0.459,0.325,0.3939,0.3562
100,transfusion.csv,Missing,0.2,Frequency (times),SGDClassifier,0.52,,0.925,0.3491,0.5068
101,transfusion.csv,Missing,0.2,Frequency (times),DecisionTreeClassifier,0.76,0.5317,0.425,0.5667,0.4857
102,transfusion.csv,Missing,0.4,Frequency (times),LogisticRegression,0.7733,0.2535,0.15,1.0,0.2609
103,transfusion.csv,Missing,0.4,Frequency (times),LinearDiscriminantAnalysis,0.7733,0.253,0.15,1.0,0.2609
104,transfusion.csv,Missing,0.4,Frequency (times),RidgeClassifier,0.7533,,0.075,1.0,0.1395
105,transfusion.csv,Missing,0.4,Frequency (times),DummyClassifier,0.7333,0.5,0.0,0.0,0.0
106,transfusion.csv,Missing,0.4,Frequency (times),SVC,0.74,0.429,0.1,0.5714,0.1702
107,transfusion.csv,Missing,0.4,Frequency (times),GaussianNB,0.7667,0.4307,0.35,0.6087,0.4444
108,transfusion.csv,Missing,0.4,Frequency (times),KNeighborsClassifier,0.7267,0.3932,0.25,0.4762,0.3279
109,transfusion.csv,Missing,0.4,Frequency (times),QuadraticDiscriminantAnalysis,0.78,0.3411,0.2,0.8889,0.3265
110,transfusion.csv,Missing,0.4,Frequency (times),CatBoostClassifier,0.78,0.3011,0.275,0.7333,0.4
111,transfusion.csv,Missing,0.4,Frequency (times),GradientBoostingClassifier,0.7667,0.3757,0.275,0.6471,0.386
112,transfusion.csv,Missing,0.4,Frequency (times),AdaBoostClassifier,0.7667,0.4283,0.225,0.6923,0.3396
113,transfusion.csv,Missing,0.4,Frequency (times),ExtraTreesClassifier,0.7267,0.4283,0.3,0.48,0.3692
114,transfusion.csv,Missing,0.4,Frequency (times),RandomForestClassifier,0.7467,0.39,0.325,0.5417,0.4062
115,transfusion.csv,Missing,0.4,Frequency (times),MLPClassifier,0.7333,0.5233,0.0,0.0,0.0
116,transfusion.csv,Missing,0.4,Frequency (times),GaussianProcessClassifier,0.68,0.4522,0.325,0.3824,0.3514
117,transfusion.csv,Missing,0.4,Frequency (times),SGDClassifier,0.68,,0.775,0.4429,0.5636
118,transfusion.csv,Missing,0.4,Frequency (times),DecisionTreeClassifier,0.7333,0.5211,0.4,0.5,0.4444
119,transfusion.csv,Missing,0.6,Frequency (times),LogisticRegression,0.7733,0.2712,0.175,0.875,0.2917
120,transfusion.csv,Missing,0.6,Frequency (times),KNeighborsClassifier,0.7267,0.4082,0.25,0.4762,0.3279
121,transfusion.csv,Missing,0.6,Frequency (times),QuadraticDiscriminantAnalysis,0.78,0.4614,0.3,0.7059,0.4211
122,transfusion.csv,Missing,0.6,Frequency (times),RidgeClassifier,0.7733,,0.15,1.0,0.2609
123,transfusion.csv,Missing,0.6,Frequency (times),LinearDiscriminantAnalysis,0.7867,0.2766,0.2,1.0,0.3333
124,transfusion.csv,Missing,0.6,Frequency (times),DummyClassifier,0.7333,0.5,0.0,0.0,0.0
125,transfusion.csv,Missing,0.6,Frequency (times),CatBoostClassifier,0.78,0.2951,0.375,0.6522,0.4762
126,transfusion.csv,Missing,0.6,Frequency (times),MLPClassifier,0.8067,0.4538,0.6,0.6486,0.6234
127,transfusion.csv,Missing,0.6,Frequency (times),GradientBoostingClassifier,0.76,0.379,0.35,0.5833,0.4375
128,transfusion.csv,Missing,0.6,Frequency (times),SVC,0.7467,0.3849,0.1,0.6667,0.1739
129,transfusion.csv,Missing,0.6,Frequency (times),GaussianNB,0.72,0.4925,0.375,0.4688,0.4167
130,transfusion.csv,Missing,0.6,Frequency (times),RandomForestClassifier,0.7467,0.3495,0.45,0.5294,0.4865
131,transfusion.csv,Missing,0.6,Frequency (times),AdaBoostClassifier,0.7667,0.4405,0.3,0.6316,0.4068
132,transfusion.csv,Missing,0.6,Frequency (times),ExtraTreesClassifier,0.7533,0.4076,0.45,0.5455,0.4932
133,transfusion.csv,Missing,0.6,Frequency (times),GaussianProcessClassifier,0.68,0.4617,0.325,0.3824,0.3514
134,transfusion.csv,Missing,0.6,Frequency (times),DecisionTreeClassifier,0.72,0.5273,0.4,0.4706,0.4324
135,transfusion.csv,Missing,0.6,Frequency (times),SGDClassifier,0.68,,0.775,0.4429,0.5636
136,transfusion.csv,Missing,0.8,Frequency (times),MLPClassifier,0.7333,0.5914,0.0,0.0,0.0
137,transfusion.csv,Missing,0.8,Frequency (times),SVC,0.7467,0.3822,0.05,1.0,0.0952
138,transfusion.csv,Missing,0.8,Frequency (times),LinearDiscriminantAnalysis,0.7333,0.2781,0.0,0.0,0.0
139,transfusion.csv,Missing,0.8,Frequency (times),AdaBoostClassifier,0.7,0.3851,0.075,0.2727,0.1176
140,transfusion.csv,Missing,0.8,Frequency (times),LogisticRegression,0.7333,0.2898,0.0,0.0,0.0
141,transfusion.csv,Missing,0.8,Frequency (times),RidgeClassifier,0.7333,,0.0,0.0,0.0
142,transfusion.csv,Missing,0.8,Frequency (times),DummyClassifier,0.7333,0.5,0.0,0.0,0.0
143,transfusion.csv,Missing,0.8,Frequency (times),QuadraticDiscriminantAnalysis,0.7333,0.3852,0.0,0.0,0.0
144,transfusion.csv,Missing,0.8,Frequency (times),CatBoostClassifier,0.7667,0.3194,0.225,0.6923,0.3396
145,transfusion.csv,Missing,0.8,Frequency (times),GradientBoostingClassifier,0.76,0.3805,0.2,0.6667,0.3077
146,transfusion.csv,Missing,0.8,Frequency (times),KNeighborsClassifier,0.7267,0.3832,0.275,0.4783,0.3492
147,transfusion.csv,Missing,0.8,Frequency (times),GaussianNB,0.7333,0.3625,0.0,0.0,0.0
148,transfusion.csv,Missing,0.8,Frequency (times),RandomForestClassifier,0.7533,0.3593,0.25,0.5882,0.3509
149,transfusion.csv,Missing,0.8,Frequency (times),ExtraTreesClassifier,0.7333,0.3558,0.25,0.5,0.3333
150,transfusion.csv,Missing,0.8,Frequency (times),GaussianProcessClassifier,0.68,0.4661,0.3,0.375,0.3333
151,transfusion.csv,Missing,0.8,Frequency (times),DecisionTreeClassifier,0.7067,0.4914,0.275,0.4231,0.3333
152,transfusion.csv,Missing,0.8,Frequency (times),SGDClassifier,0.68,,0.775,0.4429,0.5636
153,transfusion.csv,Missing,0.2,Monetary (c.c. blood),CatBoostClassifier,0.78,0.3199,0.325,0.6842,0.4407
154,transfusion.csv,Missing,0.2,Monetary (c.c. blood),MLPClassifier,0.4733,0.6602,0.925,0.3274,0.4837
155,transfusion.csv,Missing,0.2,Monetary (c.c. blood),LogisticRegression,0.7733,0.2547,0.15,1.0,0.2609
156,transfusion.csv,Missing,0.2,Monetary (c.c. blood),LinearDiscriminantAnalysis,0.7733,0.2534,0.15,1.0,0.2609
157,transfusion.csv,Missing,0.2,Monetary (c.c. blood),SVC,0.7467,0.4392,0.1,0.6667,0.1739
158,transfusion.csv,Missing,0.2,Monetary (c.c. blood),RidgeClassifier,0.7533,,0.075,1.0,0.1395
159,transfusion.csv,Missing,0.2,Monetary (c.c. blood),DummyClassifier,0.7333,0.5,0.0,0.0,0.0
160,transfusion.csv,Missing,0.2,Monetary (c.c. blood),KNeighborsClassifier,0.7333,0.3702,0.2,0.5,0.2857
161,transfusion.csv,Missing,0.2,Monetary (c.c. blood),GaussianNB,0.7667,0.4191,0.325,0.619,0.4262
162,transfusion.csv,Missing,0.2,Monetary (c.c. blood),GradientBoostingClassifier,0.7533,0.3955,0.3,0.5714,0.3934
163,transfusion.csv,Missing,0.2,Monetary (c.c. blood),QuadraticDiscriminantAnalysis,0.7867,0.285,0.2,1.0,0.3333
164,transfusion.csv,Missing,0.2,Monetary (c.c. blood),AdaBoostClassifier,0.7467,0.4397,0.175,0.5833,0.2692
165,transfusion.csv,Missing,0.2,Monetary (c.c. blood),RandomForestClassifier,0.7667,0.3961,0.35,0.6087,0.4444
166,transfusion.csv,Missing,0.2,Monetary (c.c. blood),ExtraTreesClassifier,0.7267,0.4575,0.275,0.4783,0.3492
167,transfusion.csv,Missing,0.2,Monetary (c.c. blood),GaussianProcessClassifier,0.6933,0.461,0.325,0.4062,0.3611
168,transfusion.csv,Missing,0.2,Monetary (c.c. blood),DecisionTreeClassifier,0.76,0.5317,0.425,0.5667,0.4857
169,transfusion.csv,Missing,0.2,Monetary (c.c. blood),SGDClassifier,0.7333,,0.0,0.0,0.0
170,transfusion.csv,Missing,0.4,Monetary (c.c. blood),LogisticRegression,0.7733,0.2535,0.15,1.0,0.2609
171,transfusion.csv,Missing,0.4,Monetary (c.c. blood),SVC,0.7467,0.4431,0.1,0.6667,0.1739
172,transfusion.csv,Missing,0.4,Monetary (c.c. blood),LinearDiscriminantAnalysis,0.7733,0.253,0.15,1.0,0.2609
173,transfusion.csv,Missing,0.4,Monetary (c.c. blood),RidgeClassifier,0.7533,,0.075,1.0,0.1395
174,transfusion.csv,Missing,0.4,Monetary (c.c. blood),DummyClassifier,0.7333,0.5,0.0,0.0,0.0
175,transfusion.csv,Missing,0.4,Monetary (c.c. blood),GaussianNB,0.7667,0.4307,0.35,0.6087,0.4444
176,transfusion.csv,Missing,0.4,Monetary (c.c. blood),QuadraticDiscriminantAnalysis,0.78,0.3411,0.2,0.8889,0.3265
177,transfusion.csv,Missing,0.4,Monetary (c.c. blood),CatBoostClassifier,0.78,0.2968,0.275,0.7333,0.4
178,transfusion.csv,Missing,0.4,Monetary (c.c. blood),KNeighborsClassifier,0.74,0.4158,0.2,0.5333,0.2909
179,transfusion.csv,Missing,0.4,Monetary (c.c. blood),GradientBoostingClassifier,0.7733,0.3768,0.3,0.6667,0.4138
180,transfusion.csv,Missing,0.4,Monetary (c.c. blood),MLPClassifier,0.7333,0.5877,0.0,0.0,0.0
181,transfusion.csv,Missing,0.4,Monetary (c.c. blood),ExtraTreesClassifier,0.74,0.432,0.35,0.5185,0.4179
182,transfusion.csv,Missing,0.4,Monetary (c.c. blood),AdaBoostClassifier,0.7667,0.4283,0.225,0.6923,0.3396
183,transfusion.csv,Missing,0.4,Monetary (c.c. blood),RandomForestClassifier,0.78,0.4059,0.4,0.64,0.4923
184,transfusion.csv,Missing,0.4,Monetary (c.c. blood),GaussianProcessClassifier,0.7,0.4522,0.325,0.4194,0.3662
185,transfusion.csv,Missing,0.4,Monetary (c.c. blood),DecisionTreeClassifier,0.7333,0.5211,0.4,0.5,0.4444
186,transfusion.csv,Missing,0.4,Monetary (c.c. blood),SGDClassifier,0.7333,,0.0,0.0,0.0
187,transfusion.csv,Missing,0.6,Monetary (c.c. blood),LogisticRegression,0.7733,0.2713,0.175,0.875,0.2917
188,transfusion.csv,Missing,0.6,Monetary (c.c. blood),QuadraticDiscriminantAnalysis,0.78,0.4614,0.3,0.7059,0.4211
189,transfusion.csv,Missing,0.6,Monetary (c.c. blood),RidgeClassifier,0.7733,,0.15,1.0,0.2609
190,transfusion.csv,Missing,0.6,Monetary (c.c. blood),LinearDiscriminantAnalysis,0.7867,0.2766,0.2,1.0,0.3333
191,transfusion.csv,Missing,0.6,Monetary (c.c. blood),DummyClassifier,0.7333,0.5,0.0,0.0,0.0
192,transfusion.csv,Missing,0.6,Monetary (c.c. blood),CatBoostClassifier,0.7867,0.2958,0.35,0.7,0.4667
193,transfusion.csv,Missing,0.6,Monetary (c.c. blood),SVC,0.7533,0.3994,0.1,0.8,0.1778
194,transfusion.csv,Missing,0.6,Monetary (c.c. blood),GradientBoostingClassifier,0.7533,0.3794,0.325,0.5652,0.4127
195,transfusion.csv,Missing,0.6,Monetary (c.c. blood),MLPClassifier,0.76,0.4752,0.675,0.54,0.6
196,transfusion.csv,Missing,0.6,Monetary (c.c. blood),GaussianNB,0.72,0.4924,0.375,0.4688,0.4167
197,transfusion.csv,Missing,0.6,Monetary (c.c. blood),AdaBoostClassifier,0.7667,0.4405,0.3,0.6316,0.4068
198,transfusion.csv,Missing,0.6,Monetary (c.c. blood),KNeighborsClassifier,0.74,0.426,0.25,0.5263,0.339
199,transfusion.csv,Missing,0.6,Monetary (c.c. blood),GaussianProcessClassifier,0.7,0.4575,0.35,0.4242,0.3836
200,transfusion.csv,Missing,0.6,Monetary (c.c. blood),RandomForestClassifier,0.7533,0.3669,0.475,0.5429,0.5067
201,transfusion.csv,Missing,0.6,Monetary (c.c. blood),ExtraTreesClassifier,0.76,0.4214,0.475,0.5588,0.5135
202,transfusion.csv,Missing,0.6,Monetary (c.c. blood),DecisionTreeClassifier,0.72,0.5273,0.4,0.4706,0.4324
203,transfusion.csv,Missing,0.6,Monetary (c.c. blood),SGDClassifier,0.7333,,0.0,0.0,0.0
204,transfusion.csv,Missing,0.8,Monetary (c.c. blood),CatBoostClassifier,0.7667,0.3098,0.225,0.6923,0.3396
205,transfusion.csv,Missing,0.8,Monetary (c.c. blood),LinearDiscriminantAnalysis,0.7333,0.2781,0.0,0.0,0.0
206,transfusion.csv,Missing,0.8,Monetary (c.c. blood),AdaBoostClassifier,0.7,0.3851,0.075,0.2727,0.1176
207,transfusion.csv,Missing,0.8,Monetary (c.c. blood),LogisticRegression,0.7333,0.2898,0.0,0.0,0.0
208,transfusion.csv,Missing,0.8,Monetary (c.c. blood),RidgeClassifier,0.7333,,0.0,0.0,0.0
209,transfusion.csv,Missing,0.8,Monetary (c.c. blood),DummyClassifier,0.7333,0.5,0.0,0.0,0.0
210,transfusion.csv,Missing,0.8,Monetary (c.c. blood),QuadraticDiscriminantAnalysis,0.7333,0.3852,0.0,0.0,0.0
211,transfusion.csv,Missing,0.8,Monetary (c.c. blood),GradientBoostingClassifier,0.76,0.3805,0.2,0.6667,0.3077
212,transfusion.csv,Missing,0.8,Monetary (c.c. blood),SVC,0.7333,0.4052,0.0,0.0,0.0
213,transfusion.csv,Missing,0.8,Monetary (c.c. blood),GaussianNB,0.7333,0.3626,0.0,0.0,0.0
214,transfusion.csv,Missing,0.8,Monetary (c.c. blood),KNeighborsClassifier,0.7,0.5065,0.125,0.3333,0.1818
215,transfusion.csv,Missing,0.8,Monetary (c.c. blood),MLPClassifier,0.7133,0.2886,0.175,0.4118,0.2456
216,transfusion.csv,Missing,0.8,Monetary (c.c. blood),ExtraTreesClassifier,0.7333,0.3789,0.275,0.5,0.3548
217,transfusion.csv,Missing,0.8,Monetary (c.c. blood),RandomForestClassifier,0.7467,0.3542,0.25,0.5556,0.3448
218,transfusion.csv,Missing,0.8,Monetary (c.c. blood),GaussianProcessClassifier,0.72,0.4066,0.15,0.4286,0.2222
219,transfusion.csv,Missing,0.8,Monetary (c.c. blood),DecisionTreeClassifier,0.7067,0.4914,0.275,0.4231,0.3333
220,transfusion.csv,Missing,0.8,Monetary (c.c. blood),SGDClassifier,0.3,,1.0,0.2759,0.4324
221,transfusion.csv,Missing,0.2,Time (months),CatBoostClassifier,0.7933,0.3123,0.325,0.7647,0.4561
222,transfusion.csv,Missing,0.2,Time (months),LinearDiscriminantAnalysis,0.78,0.2681,0.175,1.0,0.2979
223,transfusion.csv,Missing,0.2,Time (months),LogisticRegression,0.7667,0.2633,0.15,0.8571,0.2553
224,transfusion.csv,Missing,0.2,Time (months),RidgeClassifier,0.7733,,0.15,1.0,0.2609
225,transfusion.csv,Missing,0.2,Time (months),DummyClassifier,0.7333,0.5,0.0,0.0,0.0
226,transfusion.csv,Missing,0.2,Time (months),SVC,0.7467,0.4558,0.125,0.625,0.2083
227,transfusion.csv,Missing,0.2,Time (months),GaussianNB,0.7933,0.4295,0.325,0.7647,0.4561
228,transfusion.csv,Missing,0.2,Time (months),RandomForestClassifier,0.76,0.4168,0.4,0.5714,0.4706
229,transfusion.csv,Missing,0.2,Time (months),GradientBoostingClassifier,0.78,0.3983,0.325,0.6842,0.4407
230,transfusion.csv,Missing,0.2,Time (months),ExtraTreesClassifier,0.7067,0.4424,0.275,0.4231,0.3333
231,transfusion.csv,Missing,0.2,Time (months),AdaBoostClassifier,0.7867,0.3277,0.325,0.7222,0.4483
232,transfusion.csv,Missing,0.2,Time (months),KNeighborsClassifier,0.7133,0.3557,0.275,0.44,0.3385
233,transfusion.csv,Missing,0.2,Time (months),GaussianProcessClassifier,0.6933,0.4784,0.325,0.4062,0.3611
234,transfusion.csv,Missing,0.2,Time (months),MLPClassifier,0.7333,0.4569,0.0,0.0,0.0
235,transfusion.csv,Missing,0.2,Time (months),DecisionTreeClassifier,0.7333,0.5317,0.375,0.5,0.4286
236,transfusion.csv,Missing,0.2,Time (months),SGDClassifier,0.52,,0.925,0.3491,0.5068
237,transfusion.csv,Missing,0.2,Time (months),QuadraticDiscriminantAnalysis,0.7467,0.5045,0.15,0.6,0.24
