",",datasetName,errorType,percentage,feature,modelName,Accuracy,Auc,Recall,Precision,F1
46,diabetes_data_upload.csv,Missing,0.4,Age,AdaBoostClassifier,0.8173,0.7364,0.831,0.8939,0.8613
47,diabetes_data_upload.csv,Missing,0.4,Age,KNeighborsClassifier,0.7788,0.4898,0.7465,0.9138,0.8217
48,diabetes_data_upload.csv,Missing,0.4,Age,SGDClassifier,0.7981,,0.8169,0.8788,0.8467
49,diabetes_data_upload.csv,Missing,0.4,Age,QuadraticDiscriminantAnalysis,0.7885,0.5092,0.9718,0.7753,0.8625
50,diabetes_data_upload.csv,Missing,0.4,Age,DummyClassifier,0.6827,0.5,1.0,0.6827,0.8114
51,diabetes_data_upload.csv,Missing,0.6,Age,RandomForestClassifier,0.9519,0.5397,0.9718,0.9583,0.965
52,diabetes_data_upload.csv,Missing,0.6,Age,ExtraTreesClassifier,0.9519,0.4942,0.9718,0.9583,0.965
53,diabetes_data_upload.csv,Missing,0.6,Age,CatBoostClassifier,0.9135,0.6592,0.9296,0.9429,0.9362
54,diabetes_data_upload.csv,Missing,0.6,Age,GradientBoostingClassifier,0.9231,0.7883,0.9437,0.9437,0.9437
55,diabetes_data_upload.csv,Missing,0.6,Age,DecisionTreeClassifier,0.9327,0.5011,0.9437,0.9571,0.9504
56,diabetes_data_upload.csv,Missing,0.6,Age,MLPClassifier,0.8942,0.8122,0.9155,0.9286,0.922
57,diabetes_data_upload.csv,Missing,0.6,Age,GaussianProcessClassifier,0.8558,0.3519,0.8451,0.9375,0.8889
58,diabetes_data_upload.csv,Missing,0.6,Age,LogisticRegression,0.8269,0.7896,0.831,0.9077,0.8676
59,diabetes_data_upload.csv,Missing,0.6,Age,RidgeClassifier,0.8173,,0.8028,0.9194,0.8571
60,diabetes_data_upload.csv,Missing,0.6,Age,LinearDiscriminantAnalysis,0.8173,0.7108,0.8028,0.9194,0.8571
61,diabetes_data_upload.csv,Missing,0.6,Age,GaussianNB,0.8173,0.6519,0.8451,0.8824,0.8633
62,diabetes_data_upload.csv,Missing,0.6,Age,AdaBoostClassifier,0.8173,0.7441,0.8592,0.8714,0.8652
63,diabetes_data_upload.csv,Missing,0.6,Age,KNeighborsClassifier,0.7981,0.5802,0.8592,0.8472,0.8531
64,diabetes_data_upload.csv,Missing,0.6,Age,SVC,0.8462,0.7994,0.9296,0.8571,0.8919
65,diabetes_data_upload.csv,Missing,0.6,Age,QuadraticDiscriminantAnalysis,0.7212,0.6272,0.9437,0.7283,0.8221
66,diabetes_data_upload.csv,Missing,0.6,Age,SGDClassifier,0.7596,,0.9155,0.7738,0.8387
67,diabetes_data_upload.csv,Missing,0.6,Age,DummyClassifier,0.6827,0.5,1.0,0.6827,0.8114
68,diabetes_data_upload.csv,Missing,0.8,Age,RandomForestClassifier,0.9327,0.5337,0.9437,0.9571,0.9504
69,diabetes_data_upload.csv,Missing,0.8,Age,ExtraTreesClassifier,0.9327,0.5297,0.9437,0.9571,0.9504
70,diabetes_data_upload.csv,Missing,0.8,Age,CatBoostClassifier,0.9327,0.6372,0.9437,0.9571,0.9504
71,diabetes_data_upload.csv,Missing,0.8,Age,DecisionTreeClassifier,0.9135,0.5011,0.9155,0.9559,0.9353
72,diabetes_data_upload.csv,Missing,0.8,Age,GradientBoostingClassifier,0.9038,0.7552,0.9155,0.942,0.9286
73,diabetes_data_upload.csv,Missing,0.8,Age,GaussianProcessClassifier,0.7788,0.4031,0.8028,0.8636,0.8321
74,diabetes_data_upload.csv,Missing,0.8,Age,MLPClassifier,0.8654,0.8152,0.8873,0.913,0.9
75,diabetes_data_upload.csv,Missing,0.8,Age,LogisticRegression,0.8462,0.8011,0.8592,0.9104,0.8841
76,diabetes_data_upload.csv,Missing,0.8,Age,RidgeClassifier,0.8173,,0.8028,0.9194,0.8571
77,diabetes_data_upload.csv,Missing,0.8,Age,LinearDiscriminantAnalysis,0.8077,0.7132,0.7887,0.918,0.8485
78,diabetes_data_upload.csv,Missing,0.8,Age,GaussianNB,0.8173,0.6406,0.8169,0.9062,0.8593
79,diabetes_data_upload.csv,Missing,0.8,Age,SVC,0.7019,0.65,0.7746,0.7857,0.7801
80,diabetes_data_upload.csv,Missing,0.8,Age,AdaBoostClassifier,0.7692,0.6953,0.7606,0.8852,0.8182
81,diabetes_data_upload.csv,Missing,0.8,Age,KNeighborsClassifier,0.7115,0.5045,0.8169,0.7733,0.7945
82,diabetes_data_upload.csv,Missing,0.8,Age,SGDClassifier,0.7019,,0.5775,0.9762,0.7257
83,diabetes_data_upload.csv,Missing,0.8,Age,QuadraticDiscriminantAnalysis,0.75,0.5679,0.8873,0.7778,0.8289
84,diabetes_data_upload.csv,Missing,0.8,Age,DummyClassifier,0.6827,0.5,1.0,0.6827,0.8114
85,diabetes_data_upload.csv,Missing,0.2,Gender,RandomForestClassifier,0.9327,0.5158,0.9437,0.9571,0.9504
86,diabetes_data_upload.csv,Missing,0.2,Gender,ExtraTreesClassifier,0.9519,0.4738,0.9718,0.9583,0.965
87,diabetes_data_upload.csv,Missing,0.2,Gender,DecisionTreeClassifier,0.9327,0.4859,0.9437,0.9571,0.9504
88,diabetes_data_upload.csv,Missing,0.2,Gender,CatBoostClassifier,0.9135,0.6594,0.9155,0.9559,0.9353
89,diabetes_data_upload.csv,Missing,0.2,Gender,GradientBoostingClassifier,0.9231,0.7804,0.9437,0.9437,0.9437
90,diabetes_data_upload.csv,Missing,0.2,Gender,SVC,0.9135,0.7582,0.8873,0.9844,0.9333
91,diabetes_data_upload.csv,Missing,0.2,Gender,GaussianProcessClassifier,0.9231,0.35,0.9014,0.9846,0.9412
92,diabetes_data_upload.csv,Missing,0.2,Gender,LogisticRegression,0.8462,0.796,0.8592,0.9104,0.8841
93,diabetes_data_upload.csv,Missing,0.2,Gender,MLPClassifier,0.8462,0.8124,0.8592,0.9104,0.8841
94,diabetes_data_upload.csv,Missing,0.2,Gender,AdaBoostClassifier,0.8654,0.767,0.8451,0.9524,0.8955
95,diabetes_data_upload.csv,Missing,0.2,Gender,RidgeClassifier,0.8077,,0.8028,0.9048,0.8507
96,diabetes_data_upload.csv,Missing,0.2,Gender,LinearDiscriminantAnalysis,0.8077,0.7093,0.8028,0.9048,0.8507
97,diabetes_data_upload.csv,Missing,0.2,Gender,GaussianNB,0.8173,0.6455,0.8451,0.8824,0.8633
98,diabetes_data_upload.csv,Missing,0.2,Gender,KNeighborsClassifier,0.8173,0.4379,0.7606,0.9643,0.8504
99,diabetes_data_upload.csv,Missing,0.2,Gender,SGDClassifier,0.8558,,0.9155,0.8784,0.8966
100,diabetes_data_upload.csv,Missing,0.2,Gender,QuadraticDiscriminantAnalysis,0.6538,0.5228,0.9437,0.6768,0.7882
101,diabetes_data_upload.csv,Missing,0.2,Gender,DummyClassifier,0.6827,0.5,1.0,0.6827,0.8114
102,diabetes_data_upload.csv,Missing,0.4,Gender,RandomForestClassifier,0.9327,0.5158,0.9437,0.9571,0.9504
103,diabetes_data_upload.csv,Missing,0.4,Gender,ExtraTreesClassifier,0.9519,0.4738,0.9718,0.9583,0.965
104,diabetes_data_upload.csv,Missing,0.4,Gender,DecisionTreeClassifier,0.9327,0.4859,0.9437,0.9571,0.9504
105,diabetes_data_upload.csv,Missing,0.4,Gender,CatBoostClassifier,0.9135,0.6594,0.9155,0.9559,0.9353
106,diabetes_data_upload.csv,Missing,0.4,Gender,GradientBoostingClassifier,0.9231,0.7804,0.9437,0.9437,0.9437
107,diabetes_data_upload.csv,Missing,0.4,Gender,SVC,0.9135,0.7582,0.8873,0.9844,0.9333
108,diabetes_data_upload.csv,Missing,0.4,Gender,GaussianProcessClassifier,0.9231,0.35,0.9014,0.9846,0.9412
109,diabetes_data_upload.csv,Missing,0.4,Gender,LogisticRegression,0.8462,0.796,0.8592,0.9104,0.8841
110,diabetes_data_upload.csv,Missing,0.4,Gender,MLPClassifier,0.8462,0.8124,0.8592,0.9104,0.8841
111,diabetes_data_upload.csv,Missing,0.4,Gender,AdaBoostClassifier,0.8654,0.767,0.8451,0.9524,0.8955
112,diabetes_data_upload.csv,Missing,0.4,Gender,RidgeClassifier,0.8077,,0.8028,0.9048,0.8507
113,diabetes_data_upload.csv,Missing,0.4,Gender,LinearDiscriminantAnalysis,0.8077,0.7093,0.8028,0.9048,0.8507
114,diabetes_data_upload.csv,Missing,0.4,Gender,GaussianNB,0.8173,0.6455,0.8451,0.8824,0.8633
115,diabetes_data_upload.csv,Missing,0.4,Gender,KNeighborsClassifier,0.8173,0.4379,0.7606,0.9643,0.8504
116,diabetes_data_upload.csv,Missing,0.4,Gender,SGDClassifier,0.8558,,0.9155,0.8784,0.8966
117,diabetes_data_upload.csv,Missing,0.4,Gender,QuadraticDiscriminantAnalysis,0.6538,0.5228,0.9437,0.6768,0.7882
118,diabetes_data_upload.csv,Missing,0.4,Gender,DummyClassifier,0.6827,0.5,1.0,0.6827,0.8114
119,diabetes_data_upload.csv,Missing,0.6,Gender,RandomForestClassifier,0.9327,0.5158,0.9437,0.9571,0.9504
120,diabetes_data_upload.csv,Missing,0.6,Gender,ExtraTreesClassifier,0.9519,0.4738,0.9718,0.9583,0.965
121,diabetes_data_upload.csv,Missing,0.6,Gender,DecisionTreeClassifier,0.9327,0.4859,0.9437,0.9571,0.9504
122,diabetes_data_upload.csv,Missing,0.6,Gender,CatBoostClassifier,0.9135,0.6594,0.9155,0.9559,0.9353
123,diabetes_data_upload.csv,Missing,0.6,Gender,GradientBoostingClassifier,0.9231,0.7804,0.9437,0.9437,0.9437
124,diabetes_data_upload.csv,Missing,0.6,Gender,SVC,0.9135,0.7582,0.8873,0.9844,0.9333
125,diabetes_data_upload.csv,Missing,0.6,Gender,GaussianProcessClassifier,0.9231,0.35,0.9014,0.9846,0.9412
126,diabetes_data_upload.csv,Missing,0.6,Gender,LogisticRegression,0.8462,0.796,0.8592,0.9104,0.8841
127,diabetes_data_upload.csv,Missing,0.6,Gender,MLPClassifier,0.8462,0.8124,0.8592,0.9104,0.8841
128,diabetes_data_upload.csv,Missing,0.6,Gender,AdaBoostClassifier,0.8654,0.767,0.8451,0.9524,0.8955
129,diabetes_data_upload.csv,Missing,0.6,Gender,RidgeClassifier,0.8077,,0.8028,0.9048,0.8507
130,diabetes_data_upload.csv,Missing,0.6,Gender,LinearDiscriminantAnalysis,0.8077,0.7093,0.8028,0.9048,0.8507
131,diabetes_data_upload.csv,Missing,0.6,Gender,GaussianNB,0.8173,0.6455,0.8451,0.8824,0.8633
132,diabetes_data_upload.csv,Missing,0.6,Gender,KNeighborsClassifier,0.8173,0.4379,0.7606,0.9643,0.8504
133,diabetes_data_upload.csv,Missing,0.6,Gender,SGDClassifier,0.8558,,0.9155,0.8784,0.8966
134,diabetes_data_upload.csv,Missing,0.6,Gender,QuadraticDiscriminantAnalysis,0.6538,0.5228,0.9437,0.6768,0.7882
135,diabetes_data_upload.csv,Missing,0.6,Gender,DummyClassifier,0.6827,0.5,1.0,0.6827,0.8114
136,diabetes_data_upload.csv,Missing,0.8,Gender,RandomForestClassifier,0.9327,0.5158,0.9437,0.9571,0.9504
137,diabetes_data_upload.csv,Missing,0.8,Gender,ExtraTreesClassifier,0.9519,0.4738,0.9718,0.9583,0.965
138,diabetes_data_upload.csv,Missing,0.8,Gender,DecisionTreeClassifier,0.9327,0.4859,0.9437,0.9571,0.9504
139,diabetes_data_upload.csv,Missing,0.8,Gender,CatBoostClassifier,0.9135,0.6594,0.9155,0.9559,0.9353
140,diabetes_data_upload.csv,Missing,0.8,Gender,GradientBoostingClassifier,0.9231,0.7804,0.9437,0.9437,0.9437
141,diabetes_data_upload.csv,Missing,0.8,Gender,SVC,0.9135,0.7582,0.8873,0.9844,0.9333
142,diabetes_data_upload.csv,Missing,0.8,Gender,GaussianProcessClassifier,0.9231,0.35,0.9014,0.9846,0.9412
143,diabetes_data_upload.csv,Missing,0.8,Gender,LogisticRegression,0.8462,0.796,0.8592,0.9104,0.8841
144,diabetes_data_upload.csv,Missing,0.8,Gender,MLPClassifier,0.8462,0.8124,0.8592,0.9104,0.8841
145,diabetes_data_upload.csv,Missing,0.8,Gender,AdaBoostClassifier,0.8654,0.767,0.8451,0.9524,0.8955
146,diabetes_data_upload.csv,Missing,0.8,Gender,RidgeClassifier,0.8077,,0.8028,0.9048,0.8507
147,diabetes_data_upload.csv,Missing,0.8,Gender,LinearDiscriminantAnalysis,0.8077,0.7093,0.8028,0.9048,0.8507
148,diabetes_data_upload.csv,Missing,0.8,Gender,GaussianNB,0.8173,0.6455,0.8451,0.8824,0.8633
149,diabetes_data_upload.csv,Missing,0.8,Gender,KNeighborsClassifier,0.8173,0.4379,0.7606,0.9643,0.8504
150,diabetes_data_upload.csv,Missing,0.8,Gender,SGDClassifier,0.8558,,0.9155,0.8784,0.8966
151,diabetes_data_upload.csv,Missing,0.8,Gender,QuadraticDiscriminantAnalysis,0.6538,0.5228,0.9437,0.6768,0.7882
152,diabetes_data_upload.csv,Missing,0.8,Gender,DummyClassifier,0.6827,0.5,1.0,0.6827,0.8114
153,diabetes_data_upload.csv,Missing,0.2,Polyuria,RandomForestClassifier,0.9423,0.5431,0.9577,0.9577,0.9577
154,diabetes_data_upload.csv,Missing,0.2,Polyuria,CatBoostClassifier,0.9135,0.6857,0.9155,0.9559,0.9353
155,diabetes_data_upload.csv,Missing,0.2,Polyuria,GradientBoostingClassifier,0.9231,0.7823,0.9437,0.9437,0.9437
156,diabetes_data_upload.csv,Missing,0.2,Polyuria,ExtraTreesClassifier,0.9519,0.4627,0.9718,0.9583,0.965
157,diabetes_data_upload.csv,Missing,0.2,Polyuria,DecisionTreeClassifier,0.9327,0.4859,0.9437,0.9571,0.9504
158,diabetes_data_upload.csv,Missing,0.2,Polyuria,SVC,0.9135,0.7286,0.9014,0.9697,0.9343
159,diabetes_data_upload.csv,Missing,0.2,Polyuria,MLPClassifier,0.8462,0.8084,0.8592,0.9104,0.8841
160,diabetes_data_upload.csv,Missing,0.2,Polyuria,LogisticRegression,0.8269,0.7875,0.831,0.9077,0.8676
161,diabetes_data_upload.csv,Missing,0.2,Polyuria,GaussianProcessClassifier,0.8942,0.3466,0.8732,0.9688,0.9185
162,diabetes_data_upload.csv,Missing,0.2,Polyuria,LinearDiscriminantAnalysis,0.7981,0.7089,0.7606,0.931,0.8372
163,diabetes_data_upload.csv,Missing,0.2,Polyuria,RidgeClassifier,0.7981,,0.7606,0.931,0.8372
164,diabetes_data_upload.csv,Missing,0.2,Polyuria,AdaBoostClassifier,0.8462,0.78,0.8451,0.9231,0.8824
165,diabetes_data_upload.csv,Missing,0.2,Polyuria,GaussianNB,0.7885,0.7153,0.8028,0.8769,0.8382
166,diabetes_data_upload.csv,Missing,0.2,Polyuria,KNeighborsClassifier,0.8173,0.4283,0.7606,0.9643,0.8504
167,diabetes_data_upload.csv,Missing,0.2,Polyuria,SGDClassifier,0.6827,,1.0,0.6827,0.8114
168,diabetes_data_upload.csv,Missing,0.2,Polyuria,QuadraticDiscriminantAnalysis,0.6827,0.493,0.9155,0.7065,0.7975
169,diabetes_data_upload.csv,Missing,0.2,Polyuria,DummyClassifier,0.6827,0.5,1.0,0.6827,0.8114
170,diabetes_data_upload.csv,Missing,0.4,Polyuria,RandomForestClassifier,0.9231,0.4883,0.9437,0.9437,0.9437
171,diabetes_data_upload.csv,Missing,0.4,Polyuria,CatBoostClassifier,0.9135,0.621,0.9296,0.9429,0.9362
172,diabetes_data_upload.csv,Missing,0.4,Polyuria,ExtraTreesClassifier,0.9519,0.4727,0.9718,0.9583,0.965
173,diabetes_data_upload.csv,Missing,0.4,Polyuria,GradientBoostingClassifier,0.9038,0.7648,0.9155,0.942,0.9286
174,diabetes_data_upload.csv,Missing,0.4,Polyuria,MLPClassifier,0.8558,0.7746,0.8451,0.9375,0.8889
175,diabetes_data_upload.csv,Missing,0.4,Polyuria,DecisionTreeClassifier,0.8942,0.5,0.9014,0.9412,0.9209
176,diabetes_data_upload.csv,Missing,0.4,Polyuria,SVC,0.9135,0.6923,0.9014,0.9697,0.9343
177,diabetes_data_upload.csv,Missing,0.4,Polyuria,LogisticRegression,0.8173,0.7746,0.8028,0.9194,0.8571
178,diabetes_data_upload.csv,Missing,0.4,Polyuria,GaussianProcessClassifier,0.8846,0.3355,0.8592,0.9683,0.9104
179,diabetes_data_upload.csv,Missing,0.4,Polyuria,AdaBoostClassifier,0.8462,0.7845,0.831,0.9365,0.8806
180,diabetes_data_upload.csv,Missing,0.4,Polyuria,RidgeClassifier,0.7885,,0.7465,0.9298,0.8281
181,diabetes_data_upload.csv,Missing,0.4,Polyuria,LinearDiscriminantAnalysis,0.7885,0.7155,0.7465,0.9298,0.8281
182,diabetes_data_upload.csv,Missing,0.4,Polyuria,GaussianNB,0.7788,0.714,0.7887,0.875,0.8296
183,diabetes_data_upload.csv,Missing,0.4,Polyuria,SGDClassifier,0.8077,,0.7887,0.918,0.8485
184,diabetes_data_upload.csv,Missing,0.4,Polyuria,KNeighborsClassifier,0.7788,0.4452,0.7183,0.9444,0.816
185,diabetes_data_upload.csv,Missing,0.4,Polyuria,QuadraticDiscriminantAnalysis,0.6346,0.4577,0.5211,0.9024,0.6607
186,diabetes_data_upload.csv,Missing,0.4,Polyuria,DummyClassifier,0.6827,0.5,1.0,0.6827,0.8114
187,diabetes_data_upload.csv,Missing,0.6,Polyuria,ExtraTreesClassifier,0.9423,0.5363,0.9718,0.9452,0.9583
188,diabetes_data_upload.csv,Missing,0.6,Polyuria,RandomForestClassifier,0.9423,0.5134,0.9718,0.9452,0.9583
189,diabetes_data_upload.csv,Missing,0.6,Polyuria,CatBoostClassifier,0.9038,0.6295,0.9155,0.942,0.9286
190,diabetes_data_upload.csv,Missing,0.6,Polyuria,GradientBoostingClassifier,0.8942,0.7273,0.9155,0.9286,0.922
191,diabetes_data_upload.csv,Missing,0.6,Polyuria,DecisionTreeClassifier,0.875,0.5011,0.8873,0.9265,0.9065
192,diabetes_data_upload.csv,Missing,0.6,Polyuria,MLPClassifier,0.8558,0.7798,0.8451,0.9375,0.8889
193,diabetes_data_upload.csv,Missing,0.6,Polyuria,SVC,0.9038,0.6782,0.9014,0.9552,0.9275
194,diabetes_data_upload.csv,Missing,0.6,Polyuria,GaussianProcessClassifier,0.875,0.3412,0.8451,0.9677,0.9023
195,diabetes_data_upload.csv,Missing,0.6,Polyuria,LogisticRegression,0.7981,0.774,0.7746,0.9167,0.8397
196,diabetes_data_upload.csv,Missing,0.6,Polyuria,AdaBoostClassifier,0.8365,0.7947,0.831,0.9219,0.8741
197,diabetes_data_upload.csv,Missing,0.6,Polyuria,RidgeClassifier,0.7885,,0.7465,0.9298,0.8281
198,diabetes_data_upload.csv,Missing,0.6,Polyuria,LinearDiscriminantAnalysis,0.7885,0.7145,0.7465,0.9298,0.8281
199,diabetes_data_upload.csv,Missing,0.6,Polyuria,GaussianNB,0.7788,0.7157,0.7887,0.875,0.8296
200,diabetes_data_upload.csv,Missing,0.6,Polyuria,KNeighborsClassifier,0.7885,0.4415,0.7324,0.9455,0.8254
201,diabetes_data_upload.csv,Missing,0.6,Polyuria,QuadraticDiscriminantAnalysis,0.8654,0.6686,0.9014,0.9014,0.9014
202,diabetes_data_upload.csv,Missing,0.6,Polyuria,SGDClassifier,0.6827,,1.0,0.6827,0.8114
203,diabetes_data_upload.csv,Missing,0.6,Polyuria,DummyClassifier,0.6827,0.5,1.0,0.6827,0.8114
204,diabetes_data_upload.csv,Missing,0.8,Polyuria,ExtraTreesClassifier,0.9231,0.6253,0.9437,0.9437,0.9437
205,diabetes_data_upload.csv,Missing,0.8,Polyuria,RandomForestClassifier,0.9135,0.5384,0.9296,0.9429,0.9362
206,diabetes_data_upload.csv,Missing,0.8,Polyuria,CatBoostClassifier,0.9038,0.5435,0.9155,0.942,0.9286
207,diabetes_data_upload.csv,Missing,0.8,Polyuria,GradientBoostingClassifier,0.8846,0.6592,0.8873,0.9403,0.913
208,diabetes_data_upload.csv,Missing,0.8,Polyuria,DecisionTreeClassifier,0.8846,0.4874,0.8873,0.9403,0.913
209,diabetes_data_upload.csv,Missing,0.8,Polyuria,MLPClassifier,0.8558,0.7821,0.8592,0.9242,0.8905
210,diabetes_data_upload.csv,Missing,0.8,Polyuria,SVC,0.8846,0.6906,0.8732,0.9538,0.9118
211,diabetes_data_upload.csv,Missing,0.8,Polyuria,GaussianProcessClassifier,0.8654,0.3449,0.8451,0.9524,0.8955
212,diabetes_data_upload.csv,Missing,0.8,Polyuria,LogisticRegression,0.7885,0.7785,0.7746,0.9016,0.8333
213,diabetes_data_upload.csv,Missing,0.8,Polyuria,RidgeClassifier,0.7981,,0.7606,0.931,0.8372
214,diabetes_data_upload.csv,Missing,0.8,Polyuria,LinearDiscriminantAnalysis,0.7981,0.7004,0.7606,0.931,0.8372
215,diabetes_data_upload.csv,Missing,0.8,Polyuria,AdaBoostClassifier,0.8462,0.7981,0.8169,0.9508,0.8788
216,diabetes_data_upload.csv,Missing,0.8,Polyuria,GaussianNB,0.7885,0.7162,0.8028,0.8769,0.8382
217,diabetes_data_upload.csv,Missing,0.8,Polyuria,KNeighborsClassifier,0.7788,0.4198,0.7324,0.9286,0.8189
218,diabetes_data_upload.csv,Missing,0.8,Polyuria,SGDClassifier,0.6827,,1.0,0.6827,0.8114
219,diabetes_data_upload.csv,Missing,0.8,Polyuria,QuadraticDiscriminantAnalysis,0.7596,0.5811,0.9577,0.7556,0.8447
220,diabetes_data_upload.csv,Missing,0.8,Polyuria,DummyClassifier,0.6827,0.5,1.0,0.6827,0.8114
221,diabetes_data_upload.csv,Missing,0.2,Polydipsia,RandomForestClassifier,0.9423,0.5275,0.9577,0.9577,0.9577
222,diabetes_data_upload.csv,Missing,0.2,Polydipsia,CatBoostClassifier,0.9135,0.6833,0.9155,0.9559,0.9353
223,diabetes_data_upload.csv,Missing,0.2,Polydipsia,ExtraTreesClassifier,0.9519,0.4413,0.9718,0.9583,0.965
224,diabetes_data_upload.csv,Missing,0.2,Polydipsia,DecisionTreeClassifier,0.9327,0.4859,0.9577,0.9444,0.951
